customer_id,external_customer_id,accepts_marketing,orders_count,number_active_subscriptions,number_subscriptions,first_charge_processed_at,created_at
65645681,2.94016E+12,0,1,6,6,5/25/21 18:13,5/25/21 18:13
65646105,3.38971E+12,0,24,2,167,5/25/21 18:24,5/25/21 18:24
65647173,5.05105E+12,0,7,0,2,5/25/21 18:51,5/25/21 18:51
65647253,3.39299E+12,1,10,0,35,5/25/21 18:56,5/25/21 18:52
65647327,5.07257E+12,1,17,2,2,6/3/21 13:07,5/25/21 18:55
65647358,5.06329E+12,1,9,0,53,5/25/21 18:56,5/25/21 18:56
65647444,3.47489E+12,0,9,0,18,5/25/21 18:58,5/25/21 18:58
65647646,5.13193E+12,1,8,0,10,5/25/21 19:03,5/25/21 19:03
65648380,3.23702E+12,0,1,0,6,5/25/21 19:21,5/25/21 19:21
65648577,5.13195E+12,1,25,1,26,5/25/21 19:26,5/25/21 19:26
65649885,5.11787E+12,0,5,0,16,5/25/21 19:58,5/25/21 19:58
65650866,7.49752E+11,1,12,5,38,5/25/21 20:21,5/25/21 20:21
65651248,5.06667E+12,1,15,0,13,5/25/21 20:31,5/25/21 20:30
65652339,5.13061E+12,0,2,0,3,5/25/21 20:56,5/25/21 20:56
65652774,5.12526E+12,0,2,0,4,5/25/21 21:06,5/25/21 21:06
65652915,3.41793E+12,1,4,0,6,5/25/21 21:09,5/25/21 21:09
65654027,3.54533E+12,0,2,0,23,5/25/21 21:34,5/25/21 21:34
65654036,5.13207E+12,0,2,0,1,5/25/21 21:34,5/25/21 21:34
65655791,5.10448E+12,0,3,0,4,5/25/21 22:13,5/25/21 22:13
65656109,5.07282E+12,0,2,0,2,5/25/21 22:21,5/25/21 22:21
65656650,2.88262E+12,0,2,0,3,5/25/21 22:34,5/25/21 22:34
65657277,5.06449E+12,1,1,0,3,5/25/21 22:49,5/25/21 22:49
65657793,2.91198E+12,1,12,0,27,5/25/21 23:02,5/25/21 23:02
65659231,5.12916E+12,1,7,0,12,5/25/21 23:43,5/25/21 23:43
65659499,5.13159E+12,0,8,0,9,5/25/21 23:52,5/25/21 23:52
65659903,5.11085E+12,0,3,0,4,5/26/21 0:06,5/26/21 0:06
65660171,2.24214E+12,0,5,0,49,5/26/21 0:16,5/26/21 0:16
65660181,5.1322E+12,0,13,3,14,5/26/21 0:16,5/26/21 0:16
65660255,5.09904E+12,1,7,0,17,5/26/21 0:19,5/26/21 0:19
65660361,2.75807E+12,1,24,4,68,5/26/21 0:22,5/26/21 0:22
65660418,5.13221E+12,1,9,0,13,5/26/21 0:24,5/26/21 0:24
65660937,5.13222E+12,0,2,0,1,5/26/21 0:46,5/26/21 0:46
65661047,5.13222E+12,0,1,0,4,5/26/21 0:51,5/26/21 0:51
65662452,2.86929E+12,1,10,1,54,5/26/21 1:59,5/26/21 1:59
65662997,3.07381E+12,0,3,0,9,5/26/21 2:27,5/26/21 2:27
65663894,5.13231E+12,0,1,0,1,5/26/21 3:24,5/26/21 3:24
65666100,2.62751E+12,1,22,6,33,5/26/21 5:32,5/26/21 5:32
65667923,3.07833E+12,0,7,0,24,5/26/21 7:06,5/26/21 7:05
65668785,3.41901E+12,0,2,0,17,5/26/21 7:39,5/26/21 7:39
65672216,5.05549E+12,1,13,0,18,5/26/21 9:13,5/26/21 9:13
65672497,5.13254E+12,0,2,0,5,5/26/21 9:20,5/26/21 9:20
65673704,5.10301E+12,1,2,0,3,5/26/21 9:48,5/26/21 9:48
65675759,5.13262E+12,0,18,0,30,5/26/21 10:30,5/26/21 10:30
65675778,5.05324E+12,1,6,14,32,5/26/21 10:31,5/26/21 10:31
65676527,3.14458E+12,1,19,8,26,5/26/21 10:46,5/26/21 10:46
65676546,5.05839E+12,0,1,0,2,5/26/21 10:46,5/26/21 10:46
65676672,3.9083E+11,0,3,0,5,5/26/21 10:49,5/26/21 10:49
65677724,5.1188E+12,0,2,0,3,5/26/21 11:10,5/26/21 11:10
65678420,3.77581E+11,0,2,0,13,5/26/21 11:24,5/26/21 11:24
65680625,2.75501E+12,0,18,0,33,5/26/21 12:07,5/26/21 12:07
65681317,2.06614E+12,0,9,0,30,5/26/21 12:20,5/26/21 12:20
65682637,5.13279E+12,0,1,0,1,5/26/21 12:46,5/26/21 12:46
65682847,2.55556E+11,0,2,0,4,5/26/21 12:51,5/26/21 12:51
65683104,3.52103E+12,0,10,0,8,5/26/21 12:57,5/26/21 12:57
65683361,5.13281E+12,0,5,0,3,5/26/21 13:01,5/26/21 13:01
65683467,5.13281E+12,0,3,0,6,5/26/21 13:04,5/26/21 13:03
65683535,5.13281E+12,0,3,0,4,5/26/21 13:05,5/26/21 13:05
65684720,3.34109E+12,0,1,0,21,5/26/21 13:29,5/26/21 13:29
65686268,6.76792E+11,1,5,0,25,5/26/21 14:01,5/26/21 14:00
65686741,2.67205E+12,1,3,0,7,5/26/21 14:11,5/26/21 14:11
65687530,3.55798E+12,1,6,0,17,5/26/21 14:27,5/26/21 14:27
65688265,2.99458E+12,0,1,0,8,5/26/21 14:42,5/26/21 14:42
65688946,1.80823E+12,1,12,0,91,5/26/21 14:56,5/26/21 14:56
65688997,2.84275E+12,0,11,0,4,5/26/21 14:57,5/26/21 14:57
65689512,5.13296E+12,0,4,0,5,5/26/21 15:09,5/26/21 15:08
65689764,5.1327E+12,0,2,0,1,5/26/21 15:14,5/26/21 15:13
65691701,5.08398E+12,0,2,0,12,5/26/21 15:53,5/26/21 15:52
65692197,3.50625E+12,1,10,0,61,5/26/21 16:03,5/26/21 16:03
65692739,4.68877E+11,0,3,0,0,5/26/21 16:15,5/26/21 16:15
65692835,3.49781E+12,0,5,2,14,5/26/21 16:16,5/26/21 16:16
65694024,2.65238E+12,0,1,0,4,5/26/21 16:35,5/26/21 16:35
65695123,3.33699E+12,1,14,0,152,5/26/21 16:56,5/26/21 16:56
65696726,5.13313E+12,0,7,0,11,5/26/21 17:31,5/26/21 17:31
65697523,5.13315E+12,0,7,0,2,5/26/21 17:50,5/26/21 17:50
65698107,2.24042E+12,1,3,0,5,5/26/21 18:04,5/26/21 18:04
65698149,3.24049E+12,0,5,0,5,5/26/21 18:05,5/26/21 18:05
65698708,5.13318E+12,0,5,0,0,5/26/21 18:18,5/26/21 18:18
65699679,3.48537E+12,1,7,0,29,5/26/21 18:42,5/26/21 18:42
65699860,3.30941E+12,1,6,0,0,5/26/21 18:47,5/26/21 18:47
65699911,3.22792E+12,1,14,3,21,5/26/21 18:48,5/26/21 18:48
65699976,5.13321E+12,1,5,0,3,5/26/21 18:49,5/26/21 18:49
65701381,5.13324E+12,1,18,4,24,5/26/21 19:22,5/26/21 19:22
65703059,2.89888E+12,0,6,0,9,5/26/21 20:01,5/26/21 20:01
65703285,5.13326E+12,1,7,0,9,5/26/21 20:06,5/26/21 20:06
65705968,3.34961E+12,0,3,0,0,5/26/21 21:12,5/26/21 21:12
65708840,5.13341E+12,0,2,0,3,5/26/21 22:20,5/26/21 22:20
65709815,8.65626E+11,1,13,5,63,5/26/21 22:46,5/26/21 22:46
65711259,3.483E+12,1,6,0,36,5/26/21 23:27,5/26/21 23:27
65711437,3.43127E+12,0,2,0,17,5/26/21 23:33,5/26/21 23:33
65713169,3.40688E+12,0,1,0,4,5/27/21 0:37,5/27/21 0:37
65715452,3.32706E+12,0,7,6,15,5/27/21 2:40,5/27/21 2:40
65715581,3.24797E+12,0,4,0,7,5/27/21 2:50,5/27/21 2:50
65715961,5.13359E+12,0,2,0,1,5/27/21 3:17,5/27/21 3:17
65716076,2.90239E+12,0,2,0,1,5/27/21 3:25,5/27/21 3:25
65717261,3.44675E+12,1,11,0,16,5/27/21 4:48,5/27/21 4:48
65720948,3.2942E+12,0,20,2,14,5/27/21 7:51,5/27/21 7:51
65721996,3.22069E+12,1,2,0,11,5/27/21 8:26,5/27/21 8:26
65723734,7.56278E+11,0,1,0,4,5/27/21 9:13,5/27/21 9:13
65728309,5.13391E+12,0,17,0,2,5/27/21 10:51,5/27/21 10:51
65730141,3.11703E+12,0,1,0,4,5/27/21 11:32,5/27/21 11:31
65730772,3.3404E+12,0,6,0,13,5/27/21 11:45,5/27/21 11:44
65733855,3.53286E+12,0,21,2,12,5/27/21 12:45,5/27/21 12:45
65735278,5.13406E+12,0,3,0,5,5/27/21 13:12,5/27/21 13:12
65736331,5.13408E+12,1,17,0,5,5/27/21 13:33,5/27/21 13:33
65738004,7.76621E+11,,5,0,55,6/19/21 3:28,5/27/21 14:06
65738237,5.05559E+12,1,25,9,25,5/27/21 14:11,5/27/21 14:11
65738702,5.13414E+12,0,1,0,1,5/27/21 14:21,5/27/21 14:21
65738896,3.54514E+12,0,12,0,49,5/27/21 14:24,5/27/21 14:24
65739314,5.08296E+12,0,3,0,3,5/27/21 14:33,5/27/21 14:33
65740290,3.073E+12,0,1,0,4,5/27/21 14:54,5/27/21 14:53
65740830,5.06674E+12,0,3,0,2,5/27/21 15:05,5/27/21 15:04
65742806,3.39015E+12,0,21,12,40,5/27/21 15:58,5/27/21 15:46
65745925,3.50541E+12,1,7,0,21,5/27/21 16:45,5/27/21 16:45
65746479,5.12246E+12,1,8,0,32,5/27/21 16:56,5/27/21 16:56
65751072,5.04108E+12,1,13,0,58,5/27/21 18:45,5/27/21 18:45
65751620,5.1338E+12,0,2,0,14,5/27/21 19:00,5/27/21 19:00
65752923,5.07339E+12,0,4,0,10,5/27/21 19:35,5/27/21 19:35
65753361,9.91094E+11,1,8,0,38,5/27/21 19:46,5/27/21 19:46
65754265,3.54713E+12,1,10,9,42,5/27/21 20:09,5/27/21 20:09
65754460,5.0343E+12,1,11,3,26,5/27/21 20:14,5/27/21 20:14
65754719,5.13448E+12,0,1,0,1,5/27/21 20:21,5/27/21 20:21
65755701,3.34826E+12,1,7,5,20,5/27/21 20:46,5/27/21 20:46
65756743,3.33314E+12,0,4,0,11,5/27/21 21:08,5/27/21 21:08
65757910,3.37594E+12,1,1,0,0,5/27/21 21:40,5/27/21 21:40
65758364,5.13439E+12,0,2,0,5,5/27/21 21:51,5/27/21 21:51
65759519,3.42905E+12,1,4,0,1,5/27/21 22:22,5/27/21 22:22
65760123,3.45444E+12,1,22,1,5,5/27/21 22:38,5/27/21 22:38
65760478,5.13461E+12,0,4,0,6,5/27/21 22:48,5/27/21 22:48
65760862,5.1007E+12,0,4,0,13,5/27/21 22:59,5/27/21 22:59
65761558,5.13463E+12,0,2,0,1,5/27/21 23:21,5/27/21 23:21
65761757,2.96977E+12,1,17,0,14,5/27/21 23:28,5/27/21 23:28
65763514,5.05307E+12,0,3,0,1,5/28/21 0:30,5/28/21 0:30
65763759,5.09679E+12,1,3,0,10,5/28/21 0:40,5/28/21 0:40
65763769,9.38207E+11,0,1,0,42,5/28/21 0:41,5/28/21 0:41
65764656,5.1347E+12,1,1,0,4,5/28/21 1:24,5/28/21 1:24
65764881,5.13471E+12,0,2,0,5,5/28/21 1:35,5/28/21 1:35
65765730,5.13473E+12,0,3,0,3,5/28/21 2:22,5/28/21 2:21
65765996,5.13473E+12,0,1,0,0,5/28/21 2:37,5/28/21 2:37
