active_months,customer_id,quantity_active_subscriptions
2021-08,66786771,1
2021-08,66786817,2
2021-08,66786827,2
2021-08,66786830,6
2021-08,66786869,2
2021-08,66787026,11
2021-08,66787048,4
2021-08,66787079,1
2021-08,66787098,4
2021-08,66787236,1
2021-08,66787272,3
2021-08,66787276,5
2021-08,66787365,2
2021-08,66787381,1
2021-08,66787407,5
2021-08,66787500,1
2021-08,66787509,3
2021-08,66787533,1
2021-08,66787639,2
2021-08,66787661,1
2021-08,66787667,1
2021-08,66787797,1
2021-08,66787818,1
2021-08,66787825,2
2021-08,66787894,1
2021-08,66787897,1
2021-08,66787949,6
2021-08,66787966,1
2021-08,66788003,5
2021-08,66788004,3
2021-08,66788089,1
2021-08,66788113,1
2021-08,66788140,1
2021-08,66788171,1
2021-08,66788265,2
2021-08,66788320,13
2021-08,66788432,1
2021-08,66788452,4
2021-08,66788477,1
2021-08,66788588,5
2021-08,66788589,1
2021-08,66788591,1
2021-08,66788611,2
2021-08,66788654,1
2021-08,66788677,1
2021-08,66788695,2
2021-08,66788696,5
2021-08,66788971,9
2021-08,66788979,1
2021-08,66789086,3
2021-08,66789117,14
2021-08,66789134,3
2021-08,66789138,9
2021-08,66789145,1
2021-08,66789156,1
2021-08,66789214,1
2021-08,66789217,1
2021-08,66789232,1
2021-08,66789243,1
2021-08,66789252,1
2021-08,66789255,1
2021-08,66789269,2
2021-08,66789431,1
2021-08,66789478,3
2021-08,66789486,1
2021-08,66789533,8
2021-08,66789589,1
2021-08,66789590,1
2021-08,66789594,1
2021-08,66789646,1
2021-08,66789673,3
2021-08,66789689,7
2021-08,66789714,2
2021-08,66789753,1
2021-08,66789908,4
2021-08,66789916,4
2021-08,66789965,2
2021-08,66789989,1
2021-08,66790107,1
2021-08,66790129,5
2021-08,66790225,1
2021-08,66790241,1
2021-08,66790361,4
2021-08,66790418,2
2021-08,66790423,1
2021-08,66790426,6
2021-08,66790499,6
2021-08,66790557,5
2021-08,66790560,2
2021-08,66790574,1
2021-08,66790614,1
2021-08,66790694,2
2021-08,66790729,2
2021-08,66790733,3
2021-08,66790753,5
2021-08,66790881,2
2021-08,66791061,1
2021-08,66791115,5
2021-08,66791148,1
2021-08,66791213,3
2021-08,66791228,3
2021-08,66791252,1
2021-08,66791291,2
2021-08,66791302,2
2021-08,66791343,2
2021-08,66791432,2
2021-08,66791507,2
2021-08,66791541,1
2021-08,66791566,1
2021-08,66791607,1
2021-08,66791644,2
2021-08,66791699,11
2021-08,66791842,2
2021-08,66791931,2
2021-08,66791984,8
2021-08,66792220,8
2021-08,66792227,2
2021-08,66792256,1
2021-08,66792313,2
2021-08,66792347,1
2021-08,66792348,1
2021-08,66792354,2
2021-08,66792378,5
2021-08,66792390,3
2021-08,66792458,3
2021-08,66792500,1
2021-08,66792513,5
2021-08,66792543,4
2021-08,66792585,4
2021-08,66792596,1
2021-08,66792634,1
2021-08,66792641,3
2021-08,66792680,1
2021-08,66792767,1
2021-08,66792768,5
2021-08,66793000,2
2021-08,66793001,1
2021-08,66793004,2
2021-08,66793041,2
2021-08,66793057,2
2021-08,66793102,1
2021-08,66793104,2
2021-08,66793118,3
2021-08,66793132,1
2021-08,66793364,3
2021-08,66793498,1
2021-08,66793510,4
2021-08,66793581,1
2021-08,66793595,6
2021-08,66793661,1
2021-08,66793716,4
2021-08,66793731,4
2021-08,66793748,3
2021-08,66793758,4
2021-08,66793783,1
2021-08,66793816,2
2021-08,66793842,10
2021-08,66793972,1
2021-08,66793981,1
2021-08,66794002,1
2021-08,66794042,2
2021-08,66794060,1
2021-08,66794064,1
2021-08,66794073,7
2021-08,66794144,3
2021-08,66794250,6
2021-08,66794409,3
2021-08,66794423,1
2021-08,66794451,1
2021-08,66794475,1
2021-08,66794484,2
2021-08,66794503,7
2021-08,66794543,2
2021-08,66794578,1
2021-08,66794587,1
2021-08,66794678,2
2021-08,66794702,3
2021-08,66794764,2
2021-08,66794829,2
2021-08,66794852,2
2021-08,66794866,1
2021-08,66795005,1
2021-08,66795022,1
2021-08,66795062,7
2021-08,66795115,1
2021-08,66795167,3
2021-08,66795282,3
2021-08,66795296,1
2021-08,66795299,1
2021-08,66795334,1
2021-08,66795447,1
2021-08,66795486,1
2021-08,66795488,3
2021-08,66795490,1
2021-08,66795505,2
2021-08,66795511,3
2021-08,66795563,1
2021-08,66795577,1
2021-08,66795612,1
2021-08,66795614,3
2021-08,66795676,6
2021-08,66795731,2
2021-08,66795789,3
2021-08,66795844,1
2021-08,66795930,1
2021-08,66796023,1
2021-08,66796077,2
2021-08,66796109,2
2021-08,66796159,1
2021-08,66796334,2
2021-08,66796394,6
2021-08,66966469,1
2021-08,67281906,3
2021-08,67308599,1
2021-08,67321925,2
2021-08,67762034,2
2021-08,67882546,1
2021-08,67984313,5
2021-08,68159983,3
2021-08,68161551,1
2021-08,68226637,1
2021-08,68284696,3
2021-08,68294150,1
2021-08,68319224,1
2021-08,68397329,4
2021-08,68407357,4
2021-08,68407472,4
2021-08,68428083,1
2021-08,68465354,3
2021-08,68630883,1
2021-08,68659213,3
2021-08,68730647,2
2021-08,68775025,1
2021-08,68775071,6
2021-08,68784589,1
2021-08,68802002,1
2021-08,68814995,1
2021-08,68957726,2
2021-08,69007095,1
2021-08,69073455,1
2021-08,69088429,5
2021-08,69250959,8
2021-08,69258638,1
2021-08,69286027,7
2021-08,69679089,1
2021-08,69697403,1
2021-08,69702027,2
2021-08,69858062,2
2021-08,69917092,1
2021-08,69928781,2
2021-08,69951093,1
2021-08,69995079,1
2021-08,70029132,1
2021-08,70053842,1
2021-08,70063072,1
2021-08,70137790,1
2021-08,70193164,1
2021-08,70214804,1
2021-08,70238390,2
2021-08,70287229,1
2021-08,70303537,2
2021-08,70349442,1
2021-08,70411139,1
2021-08,70420322,1
2021-08,70474583,4
2021-08,70517149,1
2021-08,70525558,1
2021-08,70601610,1
2021-08,70602499,5
2021-08,70665288,2
2021-08,70729140,2
2021-08,70765891,1
2021-08,70766525,1
2021-08,70767187,2
2021-08,70772897,4
2021-08,70855941,7
2021-08,70932135,2
2021-08,70964509,1
2021-08,70969636,3
2021-08,70976255,1
2021-08,70980440,1
2021-08,71155459,1
2021-08,71179210,1
2021-08,71196871,2
2021-08,71237234,1
2021-08,71359568,1
2021-08,71362201,2
2021-08,71406540,1
2021-08,71413282,1
2021-08,71415322,1
2021-08,71461845,2
2021-08,71556187,1
2021-08,71593484,4
2021-08,71602677,1
2021-08,71613186,1
2021-09,65537801,3
2021-09,65549276,6
2021-09,65570608,8
2021-09,65571284,1
2021-09,65572010,7
2021-09,65573050,3
2021-09,65577914,2
2021-09,65578779,1
2021-09,65579462,2
2021-09,65579541,1
2021-09,65582404,3
2021-09,65583403,1
2021-09,65584370,3
2021-09,65584639,1
2021-09,65587093,1
2021-09,65589806,1
2021-09,65592782,2
2021-09,65597784,1
2021-09,65600881,1
